INSTNM,CITY,STABBR,CONTROL,LATITUDE,LONGITUDE,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,MD_EARN_WNE_P10,DEBT_MDN,ADM_RATE,SAT_AVG,ACTCM50,UGDS
Smith College,Northampton,MA,2,42.318111,-72.638097,82134.0,61568.0,61568.0,64027.0,13500,0.1973,1480.0,33.0,2501.0
Springfield College,Springfield,MA,2,42.1022,-72.556647,57942.0,43707.0,43707.0,48036.0,23000,0.7023,1120.0,,1916.0
University of Massachusetts-Dartmouth,North Dartmouth,MA,1,41.62869,-71.004552,31677.0,15208.0,31750.0,68804.0,18133,0.9216,1152.0,24.0,5289.0
Stonehill College,Easton,MA,2,42.05905,-71.080632,68412.0,54500.0,54500.0,77745.0,23472,0.7256,,,2477.0
Suffolk University,Boston,MA,2,42.357945,-71.060917,62822.0,45380.0,45380.0,67506.0,20500,0.8474,1197.0,26.0,4434.0
Tufts University,Medford,MA,2,42.40855,-71.118293,84600.0,67844.0,67844.0,83214.0,15043,0.1013,1513.0,34.0,6804.0
Wellesley College,Wellesley,MA,2,42.291554,-71.306605,83050.0,64320.0,64320.0,84803.0,8700,0.1391,1513.0,34.0,2318.0
Wentworth Institute of Technology,Boston,MA,2,42.336632,-71.094983,55030.0,41010.0,41010.0,82721.0,18500,0.8537,1226.0,27.0,3641.0
Western New England University,Springfield,MA,2,42.115017,-72.520466,58933.0,46430.0,46430.0,73157.0,19500,0.8326,1231.0,26.0,2508.0
Westfield State University,Westfield,MA,1,42.132698,-72.796503,26435.0,11882.0,17962.0,57346.0,15250,0.8074,,,3481.0
Wheaton College (Massachusetts),Norton,MA,2,41.966637,-71.183979,76819.0,62080.0,62080.0,67725.0,23000,0.7133,1321.0,31.0,1744.0
Williams College,Williamstown,MA,2,42.712725,-73.203132,81164.0,64860.0,64860.0,88665.0,11667,0.0999,1527.0,34.0,2060.0
Worcester Polytechnic Institute,Worcester,MA,2,42.274853,-71.808339,75678.0,59070.0,59070.0,103470.0,26978,0.585,,,5344.0
Worcester State University,Worcester,MA,1,42.267526,-71.844018,21586.0,11286.0,17366.0,60624.0,13916,0.8986,1145.0,,3963.0
Adrian College,Adrian,MI,2,41.898591,-84.061481,54950.0,40556.0,40556.0,55504.0,16000,0.6837,1030.0,23.0,1635.0
Albion College,Albion,MI,2,42.245049,-84.745639,68794.0,55746.0,55746.0,58799.0,19500,0.8316,,,1347.0
Alma College,Alma,MI,2,43.38004,-84.672053,61380.0,47430.0,47430.0,54742.0,23250,0.6566,,,1208.0
Andrews University,Berrien Springs,MI,2,41.963859,-86.355815,43670.0,33710.0,33710.0,53187.0,19716,0.874,1177.0,23.0,1262.0
Aquinas College,Grand Rapids,MI,2,42.96019,-85.628785,49018.0,38520.0,38520.0,49584.0,17992,0.7106,1087.0,23.0,1201.0
Baker College,Owosso,MI,2,42.984804,-84.172404,23456.0,12810.0,12810.0,35833.0,16753,0.875,1080.0,,3026.0
Calvin University,Grand Rapids,MI,2,42.929916,-85.587548,53286.0,38670.0,38670.0,58375.0,19500,0.7131,1205.0,25.0,2921.0
Central Michigan University,Mount Pleasant,MI,1,43.591203,-84.77525,26470.0,14190.0,14190.0,55874.0,23183,0.9101,1099.0,24.0,9916.0
Cleary University,Howell,MI,2,42.586638,-83.879987,39110.0,24842.0,24842.0,54186.0,12469,0.4975,,,774.0
Concordia University Ann Arbor,Ann Arbor,MI,2,42.273157,-83.68268,50378.0,34200.0,34200.0,56075.0,19500,0.7209,1250.0,26.0,918.0
College for Creative Studies,Detroit,MI,2,42.361839,-83.062352,61238.0,51355.0,51355.0,44860.0,19000,0.9276,,,1285.0
Davenport University,Grand Rapids,MI,2,42.850013,-85.533519,35864.0,23324.0,23324.0,45099.0,17353,0.9705,,,3213.0
University of Detroit Mercy,Detroit,MI,2,42.414222,-83.139158,40069.0,32300.0,32300.0,71030.0,19950,0.8014,1136.0,25.0,2289.0
Eastern Michigan University,Ypsilanti,MI,1,42.251675,-83.627443,28168.0,15510.0,15510.0,51793.0,18750,0.8135,1046.0,22.0,10751.0
Ferris State University,Big Rapids,MI,1,43.687724,-85.481925,26066.0,13630.0,13630.0,54735.0,15500,0.8058,1001.0,20.0,8087.0
Kettering University,Flint,MI,2,43.012468,-83.71282,58610.0,46380.0,46380.0,94823.0,26563,0.7909,1219.0,27.0,1279.0
Grace Christian University,Wyoming,MI,2,42.919541,-85.692077,24637.0,14992.0,14992.0,41663.0,9500,0.9931,,,707.0
Cornerstone University,Grand Rapids,MI,2,42.979966,-85.595328,40737.0,29100.0,29100.0,47314.0,18634,0.732,,,1387.0
Grand Valley State University,Allendale,MI,1,42.963001,-85.889826,26578.0,14628.0,20820.0,56118.0,19500,0.9469,1079.0,24.0,19073.0
Great Lakes Christian College,Lansing,MI,2,42.754249,-84.638714,29664.0,19990.0,19990.0,31053.0,12250,,,,130.0
Hillsdale College,Hillsdale,MI,2,41.933682,-84.633195,,32092.0,32092.0,,,0.2059,1433.0,32.0,1563.0
Hope College,Holland,MI,2,42.787247,-86.100971,52206.0,40420.0,40420.0,58427.0,23250,0.7585,1237.0,29.0,3274.0
Kalamazoo College,Kalamazoo,MI,2,42.290789,-85.601857,71173.0,58764.0,58764.0,65590.0,22810,0.7623,1270.0,,1175.0
Lake Superior State University,Sault Ste Marie,MI,1,46.492849,-84.365573,25757.0,14266.0,14266.0,49045.0,14764,0.6801,,,1391.0
Lawrence Technological University,Southfield,MI,2,42.474072,-83.25003,54266.0,41872.0,41872.0,69151.0,20500,0.8025,,,1701.0
Madonna University,Livonia,MI,2,42.384323,-83.404722,38809.0,27360.0,27360.0,59058.0,19000,0.9293,1000.0,,1637.0
Rochester University,Rochester Hills,MI,2,42.667521,-83.144959,36215.0,27938.0,27938.0,48707.0,14750,0.6531,,,827.0
University of Michigan-Ann Arbor,Ann Arbor,MI,1,42.278374,-83.73481,33345.0,17228.0,58072.0,83648.0,17625,0.1794,1473.0,33.0,33488.0
Michigan State University,East Lansing,MI,1,42.73212,-84.476111,30528.0,15988.0,43372.0,67253.0,19500,0.8392,1261.0,28.0,40243.0
Michigan Technological University,Houghton,MI,1,47.11866,-88.548092,32550.0,18392.0,41340.0,78198.0,20500,0.8794,1243.0,28.0,5829.0
University of Michigan-Dearborn,Dearborn,MI,1,42.317287,-83.231417,22435.0,14944.0,31360.0,59649.0,17000,0.5863,1127.0,26.0,5882.0
University of Michigan-Flint,Flint,MI,1,43.01875,-83.690276,23329.0,14014.0,31274.0,53230.0,18494,0.6883,1104.0,24.0,4157.0
Northern Michigan University,Marquette,MI,1,46.559751,-87.406568,26206.0,13304.0,18800.0,47107.0,13750,0.6995,,,6425.0
Northwood University,Midland,MI,2,43.628717,-84.27682,47114.0,33000.0,33000.0,63075.0,18750,0.839,,,1900.0
Oakland University,Rochester Hills,MI,1,42.674573,-83.216418,25016.0,14694.0,23188.0,58612.0,16787,0.7024,1110.0,,12450.0
The University of Olivet,Olivet,MI,2,42.442891,-84.923891,45849.0,33076.0,33076.0,47907.0,13000,0.9711,,,918.0
Kuyper College,Grand Rapids,MI,2,43.02195,-85.592657,37282.0,26390.0,26390.0,41066.0,16304,0.3385,,,119.0
Saginaw Valley State University,University Center,MI,1,43.51176,-83.964273,24043.0,12240.0,28752.0,51955.0,17500,0.7288,1051.0,21.0,6004.0
Siena Heights University,Adrian,MI,2,41.905624,-84.018841,42802.0,29778.0,29778.0,57529.0,15625,0.6656,1033.0,19.0,1533.0
Spring Arbor University,Spring Arbor,MI,2,42.206568,-84.556074,43178.0,32580.0,32580.0,51732.0,24724,0.3733,1072.0,23.0,990.0
Walsh College,Troy,MI,2,42.573888,-83.147197,,,,72081.0,12500,,,,535.0
Wayne State University,Detroit,MI,1,42.358994,-83.068998,26794.0,14297.0,30419.0,53493.0,16597,0.8203,1147.0,25.0,15676.0
Western Michigan University,Kalamazoo,MI,1,42.282194,-85.613759,28655.0,15298.0,19098.0,53562.0,20115,0.8468,1108.0,24.0,12704.0
Academy College,Bloomington,MN,3,44.855722,-93.299809,34240.0,18252.0,18252.0,48300.0,16500,,,,112.0
Augsburg University,Minneapolis,MN,2,44.966307,-93.240436,57966.0,43942.0,43942.0,58829.0,19500,0.7653,,,2429.0
Bemidji State University,Bemidji,MN,1,47.482341,-94.874119,23066.0,10164.0,10164.0,53755.0,13809,0.7066,1090.0,21.0,3120.0
Bethany Lutheran College,Mankato,MN,2,44.166649,-93.990805,39624.0,30010.0,30010.0,46110.0,15935,0.5096,1144.0,23.0,682.0
Bethel University,Saint Paul,MN,2,45.057655,-93.161663,56310.0,42930.0,42930.0,63764.0,18272,0.9099,1243.0,26.0,2012.0
Carleton College,Northfield,MN,2,44.462318,-93.154666,81350.0,65457.0,65457.0,75525.0,15960,0.2228,1491.0,33.0,2019.0
Concordia College at Moorhead,Moorhead,MN,2,46.862482,-96.76749,43074.0,30020.0,30020.0,59317.0,20895,0.6306,1192.0,24.0,1721.0
Concordia University-Saint Paul,Saint Paul,MN,2,44.949759,-93.154861,34495.0,25000.0,25000.0,59871.0,12166,0.7487,,,2786.0
Martin Luther College,New Ulm,MN,2,44.30526,-94.472326,29288.0,17770.0,17770.0,47491.0,16606,0.8257,1191.0,24.0,718.0
Gustavus Adolphus College,Saint Peter,MN,2,44.323626,-93.972196,65976.0,54310.0,54310.0,65607.0,23250,0.618,1320.0,28.0,1930.0
Hamline University,Saint Paul,MN,2,44.966246,-93.164479,56738.0,48311.0,48311.0,61106.0,15750,0.8983,1197.0,24.0,1685.0
Macalester College,Saint Paul,MN,2,44.938565,-93.168053,78900.0,64908.0,64908.0,63878.0,19500,0.2821,1424.0,32.0,2131.0
Minnesota State University-Mankato,Mankato,MN,1,44.146712,-93.99945,22565.0,9490.0,18860.0,56922.0,14000,0.9133,1190.0,24.0,11325.0
Metropolitan State University,Saint Paul,MN,1,44.957256,-93.074361,26057.0,9780.0,9780.0,64705.0,12900,0.9649,1020.0,19.0,4998.0
University of Minnesota-Twin Cities,Minneapolis,MN,1,44.972851,-93.235464,29013.0,16488.0,36402.0,69020.0,16727,0.7703,1359.0,29.0,30469.0
University of Minnesota-Crookston,Crookston,MN,1,47.802536,-96.606188,25290.0,13120.0,13120.0,58056.0,12500,0.5838,,,1650.0
Minneapolis College of Art and Design,Minneapolis,MN,2,44.956988,-93.274705,54606.0,43824.0,43824.0,40873.0,19225,0.4836,1170.0,23.0,701.0
Herzing University-Minneapolis,St. Louis Park,MN,2,44.975225,-93.404863,23747.0,13420.0,13420.0,36909.0,11756,0.9382,,,747.0
University of Minnesota-Duluth,Duluth,MN,1,46.817126,-92.084385,26907.0,14318.0,19762.0,62616.0,16000,0.8175,1221.0,25.0,7475.0
University of Minnesota-Morris,Morris,MN,1,45.589775,-95.899729,25816.0,14288.0,16438.0,50919.0,12377,0.7046,,,980.0
Minnesota State University Moorhead,Moorhead,MN,1,46.867153,-96.759532,24419.0,10336.0,10336.0,50527.0,15000,0.5262,1090.0,21.0,3120.0
North Central University,Minneapolis,MN,2,44.968625,-93.261511,42215.0,29460.0,29460.0,45064.0,16750,0.9082,,,802.0
University of Northwestern-St Paul,Saint Paul,MN,2,45.033703,-93.167822,48246.0,36830.0,36830.0,50755.0,17750,0.9188,1244.0,26.0,1495.0
College of Saint Benedict,Saint Joseph,MN,2,45.561792,-94.319888,66878.0,53884.0,53884.0,63260.0,23250,0.9136,1185.0,24.0,1392.0
Saint Cloud State University,Saint Cloud,MN,1,45.553227,-94.152657,21389.0,10117.0,10117.0,55813.0,14362,0.9495,1091.0,21.0,5181.0
Saint Johns University,Collegeville,MN,2,45.580075,-94.393621,66863.0,53942.0,53942.0,76786.0,23250,0.9048,1220.0,25.0,1468.0
Saint Mary's University of Minnesota,Winona,MN,2,44.044736,-91.695449,54870.0,43160.0,43160.0,58170.0,16099,0.8881,,,1061.0
St Olaf College,Northfield,MN,2,44.461529,-93.182039,69200.0,56970.0,56970.0,65543.0,23250,0.5215,1373.0,30.0,3049.0
Crown College,Saint Bonifacius,MN,2,44.885393,-93.743019,44961.0,30200.0,30200.0,48057.0,15225,0.6281,,,789.0
The College of Saint Scholastica,Duluth,MN,2,46.816082,-92.106134,53069.0,40454.0,40454.0,65934.0,17125,0.9378,1190.0,24.0,1725.0
University of St Thomas,Saint Paul,MN,2,44.943439,-93.188986,64684.0,52284.0,52284.0,73739.0,19500,0.8494,1296.0,27.0,6014.0
St Catherine University,Saint Paul,MN,2,44.924926,-93.183761,58432.0,49758.0,49758.0,59282.0,19716,0.9407,1190.0,24.0,2393.0
Southwest Minnesota State University,Marshall,MN,1,44.45373,-95.759548,22399.0,10304.0,10304.0,51342.0,14250,0.6894,1020.0,19.0,2045.0
Winona State University,Winona,MN,1,44.046159,-91.643723,23373.0,10498.0,17230.0,58532.0,15000,0.6852,1119.0,22.0,5088.0
Alcorn State University,Alcorn State,MS,1,31.877216,-91.142854,23937.0,8549.0,8549.0,36421.0,17021,0.2466,1039.0,20.0,2290.0
Belhaven University,Jackson,MS,2,32.318415,-90.169228,38359.0,29195.0,29195.0,46440.0,18549,0.5325,1050.0,20.0,1370.0
Blue Mountain Christian University,Blue Mountain,MS,2,34.67209,-89.02924,32140.0,19280.0,19280.0,40421.0,13750,1.0,1047.0,20.0,536.0
Delta State University,Cleveland,MS,1,33.744745,-90.735365,22008.0,8605.0,8605.0,41991.0,15000,0.9968,1091.0,21.0,1613.0
Jackson State University,Jackson,MS,1,32.296105,-90.207405,28611.0,9090.0,10110.0,39060.0,24751,0.9103,974.0,18.0,4769.0
Millsaps College,Jackson,MS,2,32.322746,-90.179957,61025.0,43815.0,43815.0,53848.0,19500,0.4903,,,580.0
University of Mississippi,University,MS,1,34.365529,-89.537434,27692.0,9412.0,26980.0,50994.0,15250,0.9778,1187.0,25.0,18995.0
Mississippi University for Women,Columbus,MS,1,33.493305,-88.418601,21808.0,8092.0,8092.0,46128.0,13000,1.0,1050.0,20.0,1593.0
Mississippi Valley State University,Itta Bena,MS,1,33.514142,-90.341274,21606.0,7912.0,7912.0,31919.0,19203,0.5116,910.0,16.0,1326.0
Mississippi College,Clinton,MS,2,32.335515,-90.329821,39167.0,21698.0,21698.0,47485.0,17759,0.4887,1120.0,22.0,2423.0
Mississippi State University,Mississippi State,MS,1,33.454852,-88.790139,26922.0,9815.0,26580.0,51513.0,16324,0.7632,1220.0,25.0,18092.0
Rust College,Holly Springs,MS,2,34.776862,-89.446999,18448.0,13840.0,13840.0,32275.0,13777,0.3469,,,428.0
University of Southern Mississippi,Hattiesburg,MS,1,31.32661,-89.331236,25482.0,9618.0,11618.0,44140.0,14250,0.9938,1120.0,22.0,9899.0
Tougaloo College,Tougaloo,MS,2,32.403014,-90.16076,22570.0,11398.0,11398.0,34724.0,23098,0.5319,,,681.0
William Carey University,Hattiesburg,MS,2,31.305264,-89.291815,30846.0,14685.0,14685.0,43087.0,15796,0.5797,1120.0,22.0,1818.0
Avila University,Kansas City,MO,2,38.91339,-94.591758,32863.0,38672.0,38672.0,52773.0,19230,0.5954,942.0,17.0,1192.0
Mission University,Springfield,MO,2,37.239696,-93.284286,29288.0,16230.0,16230.0,38641.0,16000,,,,342.0
Cox College,Springfield,MO,2,37.225116,-93.290233,,15599.0,15599.0,56867.0,18000,0.7143,,,634.0
Calvary University,Kansas City,MO,2,38.839578,-94.547927,20044.0,13692.0,13692.0,45421.0,12500,0.7091,1008.0,18.0,170.0
Central Christian College of the Bible,Moberly,MO,2,39.395963,-92.427259,22288.0,11200.0,11200.0,34675.0,10125,,,,145.0
Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,2,39.150497,-92.685253,43890.0,27140.0,27140.0,48991.0,13292,0.879,1090.0,21.0,1015.0
University of Central Missouri,Warrensburg,MO,1,38.759111,-93.737428,22086.0,9739.0,18064.0,49560.0,15750,0.6861,1090.0,21.0,5653.0
Cleveland University-Kansas City,Overland Park,KS,2,38.932019,-94.679076,39040.0,14400.0,14400.0,52304.0,9500,0.8,,,79.0
Columbia College,Columbia,MO,2,38.957388,-92.326354,37136.0,24326.0,24326.0,45378.0,14750,,,,5359.0
Conception Seminary College,Conception,MO,2,40.24044,-94.682831,41161.0,25208.0,25208.0,50430.0,PS,1.0,1250.0,26.0,32.0
Cottey College,Nevada,MO,2,37.836127,-94.371311,36726.0,26209.0,26209.0,35422.0,11000,0.6631,1190.0,24.0,266.0
Culver-Stockton College,Canton,MO,2,40.128993,-91.529374,43028.0,29915.0,29915.0,46092.0,15000,0.98,1020.0,19.0,884.0
Drury University,Springfield,MO,2,37.219681,-93.286192,47091.0,35235.0,35235.0,40694.0,13000,0.5887,1212.0,25.0,1367.0
Evangel University,Springfield,MO,2,37.220956,-93.262614,38931.0,27192.0,27192.0,46573.0,17495,0.693,,,1205.0
Fontbonne University,Saint Louis,MO,2,38.642697,-90.315712,42982.0,28976.0,28976.0,48825.0,16500,0.9503,,,632.0
Hannibal-LaGrange University,Hannibal,MO,2,39.729015,-91.39094,39296.0,26880.0,26880.0,42643.0,13688,0.5874,1020.0,19.0,381.0
Harris-Stowe State University,Saint Louis,MO,1,38.631744,-90.224288,19616.0,6442.0,11074.0,31088.0,13500,,,,1086.0
Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO,2,38.637165,-90.258772,,,,84393.0,15000,,,,426.0
Kansas City Art Institute,Kansas City,MO,2,39.046353,-94.583594,57779.0,43550.0,43550.0,37032.0,21500,0.6035,,,782.0
Lincoln University,Jefferson City,MO,1,38.564431,-92.166724,21265.0,9290.0,16882.0,39463.0,19000,,,,1357.0
Lindenwood University,Saint Charles,MO,2,38.785425,-90.501286,33442.0,21100.0,21100.0,53278.0,20500,0.6586,1120.0,22.0,4748.0
Logan University,Chesterfield,MO,2,38.63133,-90.542333,24276.0,9000.0,9000.0,55838.0,7767,0.9,998.0,19.0,258.0
Maryville University of Saint Louis,Saint Louis,MO,2,38.644774,-90.505998,45093.0,27166.0,27166.0,62105.0,10041,0.9369,,,5988.0
Midwestern Baptist Theological Seminary,Kansas City,MO,2,39.185691,-94.573185,31765.0,9400.0,9400.0,50535.0,9995,0.9433,,,791.0
Missouri Baptist University,Saint Louis,MO,2,38.641526,-90.462586,47370.0,33122.0,33122.0,46660.0,17726,0.641,983.0,17.0,1452.0
Missouri Southern State University,Joplin,MO,1,37.095155,-94.461689,19194.0,8400.0,16800.0,42620.0,11650,0.9744,1090.0,21.0,3101.0
Missouri Valley College,Marshall,MO,2,39.108522,-93.190654,37001.0,23000.0,23000.0,43221.0,10250,0.5269,1018.0,19.0,1274.0
Missouri Western State University,Saint Joseph,MO,1,39.7575,-94.785643,20282.0,9800.0,17500.0,42647.0,11920,,,,2372.0
University of Missouri-Columbia,Columbia,MO,1,38.94531,-92.328843,28948.0,14130.0,34338.0,63403.0,16500,0.7702,1247.0,26.0,23118.0
University of Missouri-Kansas City,Kansas City,MO,1,39.034179,-94.582141,24645.0,11988.0,28788.0,59637.0,14835,0.7499,1230.0,25.0,6618.0
Missouri University of Science and Technology,Rolla,MO,1,37.953426,-91.775583,25653.0,14278.0,31678.0,82957.0,19000,0.7307,1287.0,27.0,5467.0
University of Missouri-St Louis,Saint Louis,MO,1,38.710312,-90.311091,27442.0,13440.0,33432.0,53037.0,16500,0.5716,1147.0,23.0,5108.0
Truman State University,Kirksville,MO,1,40.188267,-92.581658,23420.0,9470.0,17870.0,56280.0,16679,0.7996,1249.0,26.0,2666.0
Northwest Missouri State University,Maryville,MO,1,40.351692,-94.883339,22906.0,10181.0,16623.0,47885.0,14927,0.8591,1090.0,21.0,4550.0
Ozark Christian College,Joplin,MO,2,37.103172,-94.510622,25475.0,15550.0,15550.0,41297.0,9784,0.9819,,,612.0
College of the Ozarks,Point Lookout,MO,2,36.616019,-93.238174,32262.0,21290.0,21290.0,41592.0,PS,0.1487,1125.0,22.0,1415.0
Park University,Parkville,MO,2,39.189256,-94.679041,23714.0,16400.0,16400.0,56309.0,12500,,,,5250.0
Research College of Nursing,Kansas City,MO,3,39.006611,-94.556762,,,,85910.0,12500,,,,249.0
Rockhurst University,Kansas City,MO,2,39.032318,-94.573003,57712.0,43420.0,43420.0,67102.0,12500,0.6905,1218.0,25.0,1702.0
Saint Louis University,Saint Louis,MO,2,38.636801,-90.2351,69125.0,53244.0,53244.0,70783.0,19500,0.8147,1326.0,28.0,7324.0
University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,2,38.636904,-90.260617,53608.0,31920.0,31920.0,137047.0,14000,0.7513,1150.0,23.0,274.0
Southwest Baptist University,Bolivar,MO,2,37.602425,-93.407056,38035.0,28320.0,28320.0,43112.0,14000,0.9972,1084.0,21.0,1339.0
Stephens College,Columbia,MO,2,38.95204,-92.319204,42694.0,28200.0,28200.0,43071.0,19489,0.9155,1104.0,21.0,353.0
Southeast Missouri State University,Cape Girardeau,MO,1,37.311107,-89.531187,23337.0,9496.0,9496.0,44030.0,14750,0.785,1018.0,19.0,6588.0
Missouri State University-Springfield,Springfield,MO,1,37.199258,-93.281281,24022.0,9024.0,17928.0,49827.0,16200,0.9105,1119.0,22.0,13407.0
Washington University in St Louis,Saint Louis,MO,2,38.647929,-90.310604,83476.0,62982.0,62982.0,86182.0,15000,0.1196,1530.0,34.0,7897.0
Webster University,Saint Louis,MO,2,38.588875,-90.345151,49218.0,30730.0,30730.0,50876.0,18500,0.5799,1145.0,23.0,2180.0
Westminster College,Fulton,MO,2,38.849354,-91.955273,49646.0,34188.0,34188.0,52199.0,19463,0.7758,1083.0,21.0,592.0
William Jewell College,Liberty,MO,2,39.247844,-94.413126,34291.0,19890.0,19890.0,59268.0,19250,0.3429,1114.0,22.0,868.0
William Woods University,Fulton,MO,2,38.860287,-91.950416,44907.0,28860.0,28860.0,42401.0,14425,0.7449,,,1061.0
Carroll College,Helena,MT,2,46.600771,-112.040285,54141.0,40352.0,40352.0,61772.0,21000,0.7264,1170.0,25.0,1052.0
Montana State University Billings,Billings,MT,1,45.796896,-108.523009,18473.0,6706.0,21347.0,44296.0,10086,,,,2710.0
University of Providence,Great Falls,MT,2,47.490713,-111.270604,43054.0,29018.0,29018.0,48296.0,12500,0.642,985.0,18.0,527.0
Montana Technological University,Butte,MT,1,46.012868,-112.559511,21620.0,8050.0,24730.0,54329.0,9847,0.899,1126.0,22.0,1428.0
Montana State University,Bozeman,MT,1,45.666726,-111.048812,23779.0,8083.0,31337.0,53263.0,13748,0.8683,1154.0,23.0,14472.0
The University of Montana,Missoula,MT,1,46.859312,-113.982912,23744.0,8152.0,31622.0,44511.0,15000,0.956,1190.0,24.0,7079.0
Montana State University-Northern,Havre,MT,1,48.54149,-109.687806,17363.0,6269.0,19385.0,49505.0,10560,,,,787.0
Rocky Mountain College,Billings,MT,2,45.796522,-108.554075,44180.0,33252.0,33252.0,49036.0,12000,0.7288,1093.0,21.0,790.0
The University of Montana-Western,Dillon,MT,1,45.208306,-112.639264,19414.0,6430.0,19038.0,43229.0,12000,0.995,,,1271.0
Bellevue University,Bellevue,NE,2,41.150225,-95.91764,33315.0,8886.0,8886.0,61289.0,11000,,,,10426.0
Clarkson College,Omaha,NE,2,41.259165,-95.974847,23962.0,15168.0,15168.0,64876.0,19500,0.6429,,,611.0
Bryan College of Health Sciences,Lincoln,NE,2,40.796768,-96.651532,28837.0,20070.0,20070.0,70845.0,22250,0.6291,,,534.0
Chadron State College,Chadron,NE,1,42.8199,-103.001615,20672.0,8078.0,8078.0,47002.0,11343,,,,1634.0
Concordia University-Nebraska,Seward,NE,2,40.914853,-97.089054,51179.0,39330.0,39330.0,52415.0,18750,0.9004,1148.0,23.0,1270.0
Creighton University,Omaha,NE,2,41.265361,-95.947811,61046.0,47000.0,47000.0,73911.0,21500,0.7231,1296.0,27.0,4231.0
Doane University,Crete,NE,2,40.622952,-96.950932,55510.0,40491.0,40491.0,53316.0,19500,0.8953,,,981.0
Hastings College,Hastings,NE,2,40.59025,-98.374403,49051.0,36130.0,36130.0,51303.0,15595,0.6987,,,957.0
CHI Health School of Radiologic Technology,Omaha,NE,2,41.32206,-96.020431,,,,48110.0,PS,,,,25.0
